word,ham,spam
stink,1,0
stitch,1,0
stock,5,0
stocked,1,0
stolen,0,1
stomach,3,0
stomps,3,0
stone,2,0
stoners,1,0
stones,2,0
stool,1,0
stop,31,44
stopCost,0,1
stopped,5,0
stops,3,0
stoptxtstop£1.50/week,0,1
store,2,4
store.like,1,0
stores,1,0
stories,0,1
story,20,0
str,3,1
str8,0,1
straight,4,2
strain,1,0
strange,2,0
stranger,3,0
street,8,0
stress,3,0
stressed,1,0
stressful,1,0
stressfull,1,0
stretch,2,0
strewn,1,0
strict,1,0
strike,2,0
strings,0,1
stripes,1,0
strips,1,0
strong,4,1
strongly,1,0
strt,0,1
strtd,1,0
struggling,1,0
sts,1,0
stubborn,1,0
stuck,3,0
studdying,1,0
students,6,0
studies,1,0
studio,1,0
study,9,0
studying,8,0
studyn,1,0
stuff,42,1
stuff.leaving,1,0
stuff42moro,1,0
stuffed,1,0
stuffing,1,0
stuffs,1,0
stunning,1,0
stupid,5,0
style,8,0
styles,1,0
styling,1,0
stylish,1,0
sub,2,0
subject,0,1
subletting,1,0
submitted,1,0
submitting,1,0
subs,1,1
subscribe,0,1
subscribed,0,3
subscriber,0,2
subscribers,0,1
subscription,0,3
subscriptions,0,1
subscrition,0,1
subsequent,0,1
subtoitles,1,0
success,2,0
successful,3,0
successfully,3,0
sucker,1,0
suckers,1,0
sucks,7,0
sudden,1,0
suddenly,1,0
sudn,1,0
sue,0,1
suffer,1,0
suffering,1,0
suffers,1,0
sufficient,1,1
sugar,3,0
sugardad,1,0
suggest,3,0
suggestion,1,0
suggestions,1,0
suite,2,0
suitemates,1,0
suits,2,0
sum,1,0
sum1,3,0
sumfing,1,0
summer,1,4
summon,1,0
sumthin,1,0
sun,13,0
sun0819,0,1
sunday,8,0
sundayish,1,0
sunlight,2,0
sunny,6,0
sunoco,1,0
sunroof,1,0
sunshine,1,1
suntec,3,0
sup,5,0
super,1,1
superb,0,1
superior,2,0
supervisor,3,0
suply,1,0
supose,1,0
suppliers,0,1
supplies,1,0
supply,0,3
support,10,2
support.providing,1,0
supports,1,0
suppose,2,0
supposed,12,0
supreme,1,0
sura,5,0
sure,63,0
surely,5,0
surf,1,0
surfing,5,0
surgical,1,0
surname,1,0
surprise,3,2
surprised,4,0
surrender,1,0
surrounded,1,0
survey,1,1
surya,1,0
sutra,1,0
sux,1,0
suzy,1,0
svc,0,1
swalpa,1,0
swann,1,0
swashbuckling,1,0
swatch,2,0
sway,1,0
swear,1,0
sweater,1,0
sweatter,1,0
sweet,26,0
sweetie,2,0
sweets,2,0
swell,1,0
swhrt,1,0
swimming,3,0
swimsuit,1,0
swing,12,0
swiss,2,0
switch,1,0
swollen,1,0
swoop,2,0
swt,6,0
syd,1,0
syllabus,1,0
symbol,1,0
synced,1,0
syrup,1,0
system,6,0
systems,1,0
t,20,2
t-shirt,1,0
ta,14,0
table,3,0
tablet,1,0
tablets,3,0
tackle,1,0
tacos,2,0
tactful,1,0
tactless,1,0
tag,1,0
tagged,1,0
tahan,2,0
tai,1,0
tait,1,0
take,95,13
taken,4,0
takes,12,4
takin,3,0
taking,17,1
talent,3,0
talents,1,0
talk,35,4
talking,12,0
talks,2,0
tall,1,0
tallahassee,1,0
tallent,1,0
tamilnadu,1,0
tampa,8,0
tank,2,0
tantrum,1,0
tap,2,0
tape,3,0
tariffs,0,6
tarpon,1,0
taste,2,0
tat,6,0
tats,1,0
tattoos,0,1
tau,1,0
taught,1,0
taunton,4,0
taxes,1,0
taxi,2,0
taxt,1,0
taylor,3,0
tb,3,0
tc,4,0
tddnewsletter,0,1
tea,5,0
tea/coffee,1,0
teach,5,0
teacher,2,0
teaches,4,0
teaching,1,0
team,3,1
teams,1,0
tear,4,0
tears,1,0
tease,1,0
teasing,6,0
tech,2,0
technical,4,0
technologies,1,0
teenager,0,1
teeth,4,0
teju,1,0
tel,10,0
telephone,1,1
tell,93,13
telling,14,0
tells,3,2
telly,2,0
telphone,3,0
telugu,2,0
temales,1,0
temp,3,0
temper,1,0
temple,4,0
ten,9,1
tendencies,1,0
tensed,1,0
term,2,2
terms,2,4
terrible,3,0
terrific,2,0
tescos,1,0
test,21,0
testing,2,0
tests,3,0
texas,1,0
text,63,73
textand,0,1
textbook,1,0
texted,4,0
textin,1,0
texting,4,1
textoperator,0,2
texts,9,16
texts/weekend,0,1
tgxxrz,0,1
th,11,0
than,36,2
thandiyachu,1,0
thangam,3,0
thangam.it,1,0
thank,9,0
thanks,24,1
thanks2,1,0
thanksgiving,3,0
thanx,9,0
thanx.xx,1,0
that,478,23
that.dont,1,0
that.i,1,0
that2worzels,1,0
thats,23,0
thats,2,0
the,1033,178
the4th,1,0
theKingshead,1,0
theater,1,0
theatre,6,0
their,13,1
theirs,0,1
them,80,2
themed,1,0
themes,1,0
then,172,8
then.will,1,0
theory,1,0
theplace,1,0
thepub,1,0
there,186,11
there.goodnight,1,0
there.xx,1,0
theres,2,0
these,15,3
thesedays,1,0
thesis,2,0
thesmszone.com,0,1
thet,1,0
they,85,14
thia,1,0
thin,1,0
thing,59,1
things,49,2
think,116,2
thinkThis,1,0
thinked,1,0
thinkin,8,0
thinking,18,0
thinks,3,10
thinl,1,0
thirtyeight,0,1
thirunelvali,1,0
this,198,46
thk,40,0
thkin,1,0
thm,3,0
thnk,7,0
tho,14,0
tho-,1,0
those,24,0
thot,2,0
thou,1,0
though,25,0
thought,39,1
thought-,1,0
thoughts,1,0
thoughts.I,1,0
thousands,1,1
thread,2,0
threats,1,0
three,4,0
threw,2,0
thriller,1,0
throat,4,0
through,12,0
throw,4,0
throwin,1,0
throwing,1,0
thrown,1,0
throws,1,0
thru,7,0
thru.Respect,1,0
ths,3,0
tht,9,0
thts,4,0
thuglyfe,1,0
thurs,3,0
thursday,2,0
thus,1,0
thx,1,0
tick,4,0
ticket,6,0
tickets,7,1
tie-pos,1,0
tiempo,1,0
tight,2,0
tightly,1,0
tigress,1,0
tihs,4,0
tiime,1,0
til,23,0
till,20,3
time,173,19
time-hope,1,0
time.Your,1,0
time.you,1,0
times,25,0
timi,1,0
timin,1,0
timing,5,0
timings,1,0
tiny,1,0
tip,1,0
tips,0,1
tired,11,0
tiring,1,0
tirunelvai,1,0
tirunelvali,2,0
tirupur,3,0
tis,3,0
title.so,1,0
tiwary,1,0
tix,1,0
tiz,1,0
tke,1,0
tkts,0,4
tlk,2,0
tm,4,0
tm'ing,1,0
tming,1,0
tmr,24,0
tmrw,1,0
tmw,1,0
to,1548,611
toClaim,0,6
toDo,1,0
toa,2,0
toaday,1,0
tobacco,1,0
today,107,14
today.Good,1,0
today.do,1,0
today.he,1,0
todays,4,1
tog,3,0
together,21,0
tohar,1,0
toilet,0,1
tok,2,0
token,1,0
toking,1,0
tol,1,0
told,54,0
tolerance,1,0
tolerat.bcs,1,0
tom,2,0
tomarrow,1,0
tomeandsaid,2,0
tomo,19,0
tomorro,2,0
tomorrow,76,7
tomorrow.call,1,0
tomorrow/today,1,0
tone,0,26
tones,0,17
tones2you.co.uk,0,2
tonght,1,0
tongued,1,0
tonight,55,2
tonights,0,2
tonite,7,0
tonite.busy,1,0
tonite.things,1,0
tons,1,1
tonsolitusaswell,1,0
too,100,1
too.Lets,1,0
too.Pray,1,0
too.pray,1,0
took,18,0
tookplace,1,0
tool,1,0
tooo,2,0
toot,2,0
toothpaste,1,0
tootsie,1,0
top,6,12
topic,2,0
topped,0,1
toppoly,0,1
tops,1,0
tor,1,0
torch,7,0
torrents,1,0
tortilla,2,0
torture,1,0
tosend,1,0
toshiba,2,0
toss,1,0
tot,21,0
total,1,0
totally,4,0
totes,1,0
touch,14,1
touched,3,0
tough,7,0
toughest,2,0
tour,3,2
towards,7,0
town,21,3
toyota,1,0
tp,1,0
track,6,0
trade,2,0
traffic,1,0
train,9,0
trained,0,1
training,8,0
trainners,1,0
trains,2,0
tram,1,0
tranquility,1,0
transaction,1,0
transcribing,1,0
transfer,3,0
transfered,3,0
transferred,0,1
transfr,2,0
transfred,1,0
transport,2,0
trash,1,0
trauma,1,0
travel,3,0
traveling,1,0
travelled,1,0
travelling,1,0
treacle,1,0
treadmill,1,0
treasure,1,0
treat,15,0
treated,2,0
treatin,1,0
treats,1,0
trebles,0,1
tree,4,0
trek,1,0
trends,1,0
trial,0,1
tried,5,17
trip,17,4
trips,2,0
trishul,1,0
triumphed,1,0
tron,1,0
trouble,7,0
troubleshooting,1,0
trouser,1,0
truck,2,0
true,17,3
truffles,2,0
truly,2,3
trust,7,0
trusting,1,0
truth,7,0
try,41,3
tryin,1,0
trying,27,15
tsunamis,1,0
tt,5,0
ttyl,2,0
tue,1,0
tues,1,0
tuesday,3,0
tui,1,0
tuition,4,0
tul,1,0
tune,0,1
turkeys,1,0
turn,3,1
turned,1,0
turning,2,0
turns,5,0
tuth,1,0
tv,24,1
tv/,0,1
twat,1,0
twelve,2,0
twenty,2,0
twice,4,0
twice-,1,0
twins,1,0
two,29,1
txt,7,71
txt82228.co.uk,0,1
txtStop,0,2
txtX,0,1
txtin,0,4
txting,1,9
txts,0,10
txt~journey,1,0
tyler,5,0
type,16,0
types,0,1
typical,1,0
u,734,55
u.,9,7
u.Othrwise,1,0
u.So,1,0
ubandu,1,0
ubi,2,0
ugo,1,0
uh,1,0
uk,1,2
ultimatum,2,0
um,1,0
umma,5,0
ummifying,1,0
un,1,0
un-redeemed,0,12
unable,3,2
unbelievable,1,0
unclaimed,0,1
uncle,9,0
uncles,4,0
uncomfortable,1,0
unconditionally,1,0
unconscious,1,0
unconsciously,1,0
unconvinced,1,0
uncountable,1,0
uncut,1,0
under,5,0
underdtand,1,0
understand,11,0
understanding,4,0
understood,3,0
underwear,2,0
undrstnd,1,0
undrstndng,1,0
unemployed,2,0
uneventful,1,0
unfolds,1,0
unfortunately,1,0
unfortuntly,1,0
unhappiness,1,0
unhappy,1,0
uni,2,0
uniform,1,0
unintentional,1,0
unintentionally,1,0
unique,2,2
units,1,0
univ,1,0
university,2,0
unjalur,1,0
unknown,2,0
unless,6,0
unlimited,3,4
unmits,1,0
unnecessarily,2,0
unrecognized,1,0
unredeemed,0,4
unsold,3,0
unsold.mike,1,0
unsold.now,1,0
unspoken,1,0
unsubscribe,0,15
unsubscribed,0,1
until,21,5
unusual,1,0
up,264,19
upcharge,1,0
update,4,7
upgrade,0,3
upgrading,0,1
upload,1,2
uploaded,1,0
upon,1,0
upping,1,0
upset,3,0
upset.i,1,0
upstairs,2,0
upto,2,2
ur,191,107
ure,2,0
urgent,3,5
urgent.but,3,0
urgently,3,0
urgnt,5,0
urination,1,0
url,1,0
urmom.i,1,0
urself,7,0
us,55,5
us.GET,1,0
us.LET,1,0
usb,2,0
usc,2,0
usc.edu,1,0
use,38,6
used,13,1
useful,2,0
useless,1,0
user,1,6
uses,1,0
usf,10,0
using,7,2
usps,1,0
usual,10,0
usually,4,0
uterus,1,0
utter,2,0
uttered,1,0
uup,1,0
uv,1,0
uwana,1,0
uwant,1,0
uworld,1,0
v,26,2
v.pist,1,0
v.tired,1,0
va,1,0
vaazhthukkal,2,0
vague,1,0
vaguely,1,0
vale,2,0
valentine,4,0
valentines,1,0
valid,0,3
valuable,3,0
value,2,0
value-Morning,1,0
valued,0,11
valuing,1,0
varaya,1,0
vargu,1,0
various,2,1
varma,1,0
vary,0,6
vasai,1,0
vava,3,0
vday,2,0
ve,3,1
vegas,1,0
vegetables,3,0
veggie,1,0
vehicle,1,0
velachery,1,0
venaam,1,0
venugopal,1,0
verified,2,0
verify,0,2
verifying,1,0
version,6,0
versus,1,0
very,67,2
vewy,2,0
via,7,3
vibrant,1,0
vibrate,1,0
vibrator,1,0
vic,1,0
victoria,1,0
victors,1,0
vid,1,1
video,2,18
video/pic,0,1
videochat,0,5
videosound,0,1
videosounds+2,0,1
view,1,0
vijay,2,0
vijaykanth,1,0
vikky,6,0
vilikkam,1,0
vill,1,0
village,3,0
vinobanagar,1,0
violated,2,0
violence,2,0
vipclub4u,0,1
virgil,1,0
virgin,1,0
virgins,0,1
virtual,1,0
visa,1,0
visionsms.com,0,2
visit,8,7
visit.need,1,0
visiting,1,0
visitor,1,0
visitors,1,0
vital,1,0
vitamin,1,0
vivek,2,0
vl,8,0
vodafone,0,2
vodka,1,0
voice,10,0
voicemail,0,3
volcanoes,1,0
vomit,5,0
vomitin,1,0
vomiting,2,0
vote,4,0
voted,1,0
voucher,1,10
vouchers,0,17
vouchers-Text,0,1
vry,4,0
vs.,1,0
vth,2,0
w,13,0
w/c,0,1
w/question,0,1
w1t1jy,0,1
w8in,0,1
wa,1,0
wad,1,0
wadebridge.I,1,0
wahala,1,0
wahay,1,0
waheed,2,0
waheeda,1,0
waht,2,0
wait,50,2
waited,2,0
waitin,4,0
waiting,30,15
wake,21,0
waking,5,0
waliking,1,0
walk,17,1
walkabout,1,0
walked,3,0
walkin,1,0
walking,7,0
walks,1,0
wall,1,0
wallet,1,0
wallpaper,0,2
wallpaper-all,0,1
walls,3,0
walmart,3,0
walsall,1,0
wamma,0,1
wan,75,4
wana,10,0
want,152,17
want2come,1,0
wanted,26,1
wanting,3,0
wants,20,1
wap,0,4
warm,7,2
warming,1,0
warned,1,0
warner,1,0
warning,2,0
warranty,0,2
warwick,1,0
was,203,9
washob,1,0
wasn,1,0
wasnt,1,0
wasnt,1,0
waste,6,0
wasted,1,0
wasting,1,0
wat,73,1
watch,31,0
watched,1,0
watches,1,0
watchin,1,0
watching,22,0
watchng,1,0
water,9,0
watever,2,0
watevr,1,0
wats,4,0
watts,1,0
waves,1,0
way,99,1
wc1n3xx,0,1
we,244,14
weak,5,0
weakness,1,0
weaknesses,1,0
weapon,1,0
wear,5,0
wearing,4,0
weaseling,1,0
weasels,1,0
weather,7,0
web,0,2
web2mobile,0,1
webadres,1,0
website,5,1
wed,3,0
wed.,1,0
weddin,1,0
wedding,2,1
wednesday,7,0
weds,1,0
wee,2,0
weed,10,0
weed-deficient,1,0
week,62,52
week-stop,0,2
week.|,1,0
weekdays,1,0
weekend,24,8
weekends,3,5
weekly,0,22
weeks,6,9
weigh,2,0
weighed,1,0
weight,8,0
weird,4,0
weirdest,2,0
weirdo,1,0
weirdy,1,0
welcome,4,3
welcomes,2,0
well,66,1
well.you,1,0
welp,2,0
wen,11,0
wenever,1,0
went,54,0
wer,6,0
were,50,4
were/are,1,0
wesley,1,0
wesleys,1,0
west,2,0
western,1,0
westonzoyland,1,0
westshore,1,0
wet,3,1
wetherspoons,1,0
weve,1,0
what,147,14
whatever,16,0
whats,14,0
wheat,1,0
wheel,1,0
wheellock,1,0
when,234,9
whenever,11,0
where,70,1
whereare,1,0
wherever,6,0
whether,5,0
which,39,8
while,24,3
whillTake,1,0
whispers,1,0
white,4,0
whn,2,0
who,54,48
whoever,1,0
whole,14,0
whom,2,0
whos,2,0
whose,1,1
whr,2,0
why,48,5
wi,1,0
wicked,1,0
wicket,1,0
wid,15,5
widelive.com/index,0,2
wif,26,0
wife,9,0
wife.dont,1,0
wifes,1,0
wifi,2,0
wihtuot,2,0
wikipedia.com,1,0
wil,17,0
wildest,0,1
wildlife,1,0
will,297,40
willing,5,1
willpower,1,0
win,12,28
win150ppmx3age16,0,1
wind,2,0
window,2,0
windows,2,0
winds,1,0
windy,1,0
wine,7,0
wined,1,0
wining,0,1
winner,0,12
winning,1,0
wins,4,0
winterstone,1,0
wipro,2,0
wisdom,3,0
wise,3,0
wish,37,2
wisheds,1,0
wishes,8,0
wishin,2,0
wishing,4,0
wishlist,1,0
wiskey,2,0
wit,15,0
with,252,102
withdraw,1,0
wither,0,1
within,6,7
without,27,0
witin,1,0
witot,1,0
witout,1,0
wiv,5,2
wizzle,1,0
wk,4,14
wk.TXT,0,1
wkend,2,1
wkg,2,0
wkly,0,10
wknd,1,0
wks,1,1
wlcome,1,0
wld,1,0
wml,0,2
wnt,6,0
wo,21,3
woah,1,0
wocay,1,0
woke,8,0
woken,2,0
woman,2,1
womdarfull,1,0
women,1,1
won,0,49
wondar,1,0
wondarfull,1,0
wonder,11,0
wonderful,16,0
wondering,8,0
wonders,4,0
wont,32,0
woot,2,0
woould,1,0
woozles,1,0
worc,1,0
word,13,25
words,20,0
words-,1,0
work,90,3
workAnd,1,0
workage,1,0
workin,8,0
working,28,0
workout,1,0
works,6,0
world,25,0
worlds,1,1
worms,1,0
worried,9,0
worries,9,0
worry,22,0
worrying,1,0
worse,7,0
worst,2,0
worth,4,12
worthless,1,0
wot,12,1
woul,1,0
would,70,1
woulda,2,0
wounds,1,0
wow,3,1
wrecked,1,0
wrench,1,0
wrenching,1,0
write,10,0
writhing,1,0
wrk,1,0
wrking,1,0
wrks,1,0
wrnog,2,0
wrong,13,0
wrongly,1,0
wrote,1,1
ws,3,0
wt,3,0
wtc,1,0
wtf,2,0
wth,1,0
wthout,1,0
wud,3,0
wuld,1,0
wuldnt,1,0
wun,6,0
www.07781482378.com,0,2
www.100percent-real.com,0,3
www.4-tc.biz,0,3
www.80488.biz,0,1
www.Applausestore.com,0,1
www.B4Utele.com,0,1
www.Idew.com,0,2
www.Ldew.com,0,1
www.Ldew.com.subs16+1win150ppmx3,0,2
www.Ldew.com1win150ppmx3age16,0,3
www.Ldew.com1win150ppmx3age16subscription,0,1
www.SMS.ac/u/bootydelious,0,1
www.SMS.ac/u/goldviking,0,1
www.SMS.ac/u/hmmross,0,1
www.SMS.ac/u/nat27081980,0,2
www.SMS.ac/u/natalie2k9,0,1
www.areyouunique.co.uk,0,1
www.bridal.petticoatdreams.co.uk,0,1
www.cashbin.co.uk,0,1
www.clubmoby.com,0,1
www.clubzed.co.uk,0,1
www.cnupdates.com/newsletter,0,1
www.comuk.net,0,5
www.dbuk.net,0,2
www.flirtparty.us,0,1
www.fullonsms.com,2,0
www.gamb.tv,0,1
www.getzed.co.uk,0,9
www.ldew.com,0,1
www.ldew.com1win150ppmx3age16,0,1
www.movietrivia.tv,0,2
www.music-trivia.net,0,1
www.orange.co.uk/ow,0,1
www.phb1.com,0,1
www.regalportfolio.co.uk,0,1
www.ringtoneking.co.uk,0,1
www.ringtones.co.uk,0,4
www.rtf.sphosting.com,0,1
www.santacalling.com,0,1
www.shortbreaks.org.uk,0,1
www.smsco.net,0,2
www.t-c.biz,0,2
www.telediscount.co.uk,0,1
www.textcomp.com,0,2
www.textpod.net,0,2
www.tkls.com,0,1
www.txt-2-shop.com,0,2
www.txt43.com,0,1
www.txt82228.com,0,1
www.txttowin.co.uk,0,2
www.win-82050.co.uk,0,2
wylie,3,0
x,35,4
x'mas,1,0
x-net,0,1
xafter,0,1
xam,1,0
xavier,2,0
xin,2,0
xmas,3,0
xt,0,1
xuhui,1,0
xx,8,3
xxSP,0,1
xxx,12,4
xxxmobilemovieclub.com,0,1
xxxx,3,0
xxxxxxx,1,0
xxxxxxxx,1,0
xxxxxxxxxxxxxX,1,0
xy,6,0
y,25,0
y'day,1,0
ya,33,1
yah,1,0
yahoo,6,0
yalrigu,1,0
yam,1,0
yan,5,0
yarasu,2,0
yards,0,1
yay,3,0
yck,2,0
yeP,1,0
yeah,27,0
year,32,6
years,16,5
yelling,2,0
yellow,1,0
yeovil,1,0
yep,2,0
yer,0,4
yes,11,0
yest,5,0
yesterday,20,1
yet,46,2
yetty,1,0
yetunde,2,0
yi,1,0
yifeng,1,0
yijue,7,0
ym,2,0
yo,12,1
yo-Here,0,1
yoga,7,0
yogasana,4,0
yor,1,0
yorge,1,0
you,1704,189
you'ld,1,0
you.my,1,0
you.thats,1,0
you/carlos,1,0
youPhone,1,0
youdoing,1,0
young,1,0
younger,1,0
your,375,187
youre,2,0
yourinclusive,0,1
yours,8,13
yourself,19,1
youuuuu,1,0
youwanna,1,0
youre,1,0
yoville,1,0
yowifes,1,0
yr,3,11
yrs,4,3
ystrday.ice,1,0
yummy,2,0
yun,2,0
yuo,4,0
yuou,1,0
zac,1,0
zealand,1,0
zed,0,6
zeros,1,0
zhong,1,0
zoom,1,0
zyada,1,0
|,8,0
||,13,0
~,1,0
MORROW,1,0
rents,1,0
Harry,0,1
It,0,1
,3,0
£1,0,3
"£1,500",0,1
£1.50,0,20
£1.50/msg,0,2
£1.50/week,0,1
£1.50/wk,0,1
£1.50ea,0,1
£1.50p,0,1
£1.50perWKsub,0,2
£1.50perweeksub,0,1
£1.50pm,0,1
£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,0,1
£1.50rcvd,0,1
£1/minMobsmoreLKPOBOX177HP51FL,0,1
£10,0,5
"£10,000",0,5
£100,0,22
"£100,000",0,2
£1000,0,35
£1000CALL,0,1
£12,0,1
£125,0,1
£1250,0,2
£1450,0,3
£150,0,9
£1500,0,3
£1million,0,1
"£2,000",0,11
£2.50,0,2
£200,0,9
£2000,0,20
£250,0,14
£250k,0,2
£3,0,4
£3.00,0,7
£3/wk,0,4
£33.65,1,0
£33:50,0,2
£350,0,13
£4.50,0,4
£400,0,5
£48,1,0
£5,0,1
£5/month,0,1
£50,0,1
£50-£500,0,1
£500,0,19
£5000,0,20
£5000.00,0,1
£50award,0,1
£54,0,1
£6,2,0
£600,0,1
£71,0,1
"£75,000",0,3
£750,0,1
£79,0,1
£800,0,9
£900,0,7
£s,0,1
»,1,0
É,1,0
Ü,53,0
é,3,0
ü,120,0
–,9,0
‘,37,0
’,2,1
“,0,2
…,14,0
…Thanks,1,0
〨ud,1,0
鈥┾,1,0
